user_id,age,gender,location,registration_date,last_login_date,subscription_type,subscription_start_date,subscription_end_date,payment_amount,payment_date,engagement_score,activity_level,device_type,app_version,purchase_category,purchase_amount,purchase_date,revenue_source,referrer
1870,82,Male,Apt 149,2/3/2020,5/29/2020,basic,12/15/2021,9/18/2020,338.55,1/8/2021,94,medium,verykool,9.2,healthy snacks,158.66,4/20/2020,ads,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.724.100 Safari/534.30"
1871,67,Male,Apt 811,3/13/2020,9/11/2020,basic,6/29/2021,7/22/2021,581.05,11/18/2020,18,high,Samsung,7.1,supplements,193.47,7/26/2020,ads,Mozilla/5.0 (Windows NT 6.2; Win64; x64;) Gecko/20100101 Firefox/20.0
1872,81,Male,2nd Floor,1/22/2021,9/5/2021,pro,5/9/2020,10/29/2021,43.88,3/13/2020,15,low,Allview,0.3.1,supplements,270.92,9/8/2021,in-app purchases,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.13+ (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
1873,53,Female,Room 1583,5/16/2020,7/31/2021,pro,7/15/2021,7/10/2021,169.53,10/4/2021,36,medium,Sagem,7.4.7,fitness equipment,384.96,9/20/2020,in-app purchases,Mozilla/5.0 (Macintosh; I; Intel Mac OS X 11_7_9; de-LI; rv:1.9b4) Gecko/2012010317 Firefox/10.0a4
1874,87,Polygender,18th Floor,2/6/2021,7/13/2021,pro,5/11/2020,11/2/2021,388.19,6/20/2021,32,medium,Samsung,8.3,healthy snacks,141.25,11/16/2021,subscription fees,"Mozilla/5.0 (iPhone; U; ru; CPU iPhone OS 4_2_1 like Mac OS X; ru) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5"
1875,72,Male,Suite 35,8/1/2021,6/16/2021,premium,9/27/2021,11/29/2021,113.22,12/31/2020,25,high,Samsung,5.3.9,fitness equipment,470.91,1/30/2021,subscription fees,Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/13.0.1
1876,52,Agender,Apt 1283,1/9/2020,8/7/2021,basic,1/21/2021,10/29/2021,332.43,8/10/2021,29,high,Motorola,0.5.9,supplements,450.88,3/4/2020,in-app purchases,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:15.0) Gecko/20100101 Firefox/15.0.1
1877,59,Non-binary,Suite 51,11/24/2020,6/7/2021,pro,10/24/2020,12/20/2021,308.19,6/8/2020,14,medium,Lava,0.6.0,fitness equipment,428.85,8/10/2020,subscription fees,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.3 Safari/534.24"
1878,98,Female,PO Box 54449,8/9/2020,10/21/2020,basic,2/4/2020,10/25/2021,618.66,2/1/2020,82,low,Motorola,0.13,healthy snacks,11.39,3/22/2020,ads,"Mozilla/5.0 (Windows NT 6.1; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.750.0 Safari/534.30"
1879,29,Male,PO Box 2624,5/4/2021,1/21/2020,premium,3/14/2020,10/3/2020,392.74,11/17/2021,59,medium,Philips,5.77,healthy snacks,448.69,7/13/2021,in-app purchases,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.803.0 Safari/535.1"
1880,67,Female,Room 481,4/4/2020,5/12/2021,pro,3/26/2020,10/28/2020,457.05,9/17/2021,40,low,Apple,8.2.2,healthy snacks,105.29,12/27/2020,ads,"Mozilla/5.0 (iPad; CPU OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A5355d Safari/8536.25"
1881,95,Female,7th Floor,6/8/2021,6/13/2021,premium,3/2/2020,9/10/2021,15.38,5/7/2021,14,high,vivo,6.78,healthy snacks,290.21,4/21/2020,ads,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Ubuntu/11.10 Chromium/15.0.874.120 Chrome/15.0.874.120 Safari/535.2"
1882,72,Female,Room 413,6/27/2020,5/18/2021,premium,8/24/2020,12/5/2021,386.92,1/2/2021,97,medium,Micromax,4.4,fitness equipment,363.07,2/21/2021,subscription fees,"Mozilla/5.0 ArchLinux (X11; U; Linux x86_64; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100"
1883,42,Male,Room 175,4/16/2021,11/25/2021,pro,2/14/2020,2/7/2020,372.99,2/12/2020,6,low,Samsung,3.7.0,supplements,253.11,6/17/2021,subscription fees,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.11 (KHTML, like Gecko) Ubuntu/11.04 Chromium/17.0.963.65 Chrome/17.0.963.65 Safari/535.11"
1884,38,Female,Room 679,4/8/2020,1/18/2020,pro,10/1/2020,5/27/2021,532.56,5/5/2020,6,low,LG,7.7,fitness equipment,321.4,4/9/2021,ads,Mozilla/5.0 (Windows NT 6.0; WOW64; rv:24.0) Gecko/20100101 Firefox/24.0
1885,63,Male,Apt 1662,4/4/2020,9/7/2020,premium,1/28/2020,6/23/2020,998.02,7/14/2020,23,low,Samsung,8.63,fitness equipment,335.84,2/4/2020,subscription fees,"Mozilla/5.0 (Windows; U; Windows NT 6.0; nb-NO) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5"
1886,99,Female,3rd Floor,11/25/2020,3/11/2020,pro,1/4/2020,9/7/2020,19.36,11/1/2020,57,low,LG,0.7.0,fitness equipment,479.2,11/14/2021,in-app purchases,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.16) Gecko/20120427 Firefox/15.0a1
1887,72,Female,Suite 85,9/19/2021,5/6/2021,pro,10/1/2020,9/13/2020,889.72,10/27/2021,25,low,Samsung,3.3,supplements,0.13,3/8/2021,ads,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36"
1888,85,Male,Apt 504,5/11/2021,10/4/2021,premium,3/31/2020,12/21/2020,476.28,1/29/2020,14,high,LG,0.9.0,healthy snacks,32.83,5/28/2021,subscription fees,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
1889,31,Female,PO Box 73573,5/21/2021,5/18/2020,premium,6/24/2021,4/12/2020,585.4,3/5/2021,90,medium,alcatel,4.62,fitness equipment,356.57,6/15/2020,in-app purchases,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.166 Safari/535.19"
1890,95,Male,Suite 18,10/15/2021,10/18/2021,pro,8/1/2020,11/13/2020,532.08,6/11/2020,68,low,TCL,0.1.9,healthy snacks,304.4,8/7/2020,subscription fees,Mozilla/5.0 (Windows NT 6.1; rv:12.0) Gecko/20120403211507 Firefox/14.0.1
1891,42,Female,Suite 84,9/7/2020,7/30/2021,pro,12/2/2021,12/12/2021,727.43,9/18/2021,72,low,Sagem,9.8.9,supplements,135.02,5/28/2020,subscription fees,"Mozilla/5.0 (Windows; U; Windows NT 6.0; ja-JP) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
1892,40,Male,Suite 51,12/29/2021,3/20/2020,pro,3/19/2021,3/12/2021,130.71,6/10/2020,1,low,LG,0.6,supplements,232.43,10/6/2020,in-app purchases,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_4; en-US) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/11.0.655.0 Safari/534.17"
1893,55,Male,16th Floor,9/13/2020,2/20/2020,basic,12/9/2021,11/12/2021,392.74,5/7/2021,67,medium,LG,0.5.6,fitness equipment,316.84,9/16/2021,in-app purchases,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.17 Safari/537.11"
1894,27,Female,Room 1553,2/19/2020,12/20/2020,pro,1/14/2021,2/28/2020,24.78,6/19/2020,62,high,Sharp,0.9,supplements,398.49,10/18/2020,subscription fees,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Ubuntu/10.10 Chromium/12.0.703.0 Chrome/12.0.703.0 Safari/534.24"
1895,20,Female,Suite 4,6/12/2020,7/30/2020,premium,3/19/2020,12/25/2021,277.34,10/6/2020,42,high,Sony,9.9.3,supplements,95.5,8/29/2020,in-app purchases,"Mozilla/5.0 (iPhone; U; ru; CPU iPhone OS 4_2_1 like Mac OS X; ru) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5"
1896,76,Male,Apt 1337,12/26/2020,5/27/2020,basic,1/1/2021,12/17/2020,263.02,4/1/2020,28,low,Micromax,0.3.1,fitness equipment,425.5,8/19/2020,in-app purchases,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/535.22 (KHTML, like Gecko) Chrome/19.0.1047.0 Safari/535.22"
1897,83,Female,Suite 31,7/4/2021,8/28/2021,premium,1/21/2020,5/19/2020,896.45,10/6/2021,52,medium,Samsung,5.14,supplements,93.28,9/26/2021,subscription fees,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30"
1898,39,Female,PO Box 56592,8/3/2020,4/18/2021,pro,2/24/2021,11/9/2021,433.93,5/10/2020,48,high,Energizer,6.8.6,supplements,355.74,9/6/2020,subscription fees,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:6.0a2) Gecko/20110613 Firefox/6.0a2
1899,88,Female,PO Box 7724,6/4/2021,11/6/2021,basic,11/29/2020,9/23/2021,756.79,7/2/2021,64,low,Spice,8.62,fitness equipment,113.18,8/4/2020,subscription fees,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.91 Chromium/12.0.742.91 Safari/534.30"
1900,93,Female,Room 904,3/19/2021,7/21/2020,pro,3/15/2021,8/2/2021,878.73,7/2/2021,41,low,BLU,0.52,fitness equipment,20.54,4/7/2021,in-app purchases,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.810.0 Safari/535.1"
1901,32,Female,Apt 676,9/25/2020,1/20/2020,pro,1/10/2021,6/3/2020,135.89,12/22/2020,90,high,Samsung,0.3.6,healthy snacks,333.92,4/7/2021,in-app purchases,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; tr) AppleWebKit/528.4+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2"
1902,97,Non-binary,PO Box 20104,10/22/2021,8/7/2020,premium,7/12/2020,8/22/2020,116.86,2/22/2021,95,low,Xiaomi,2.2,supplements,284.4,9/6/2021,subscription fees,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1"
1903,91,Female,Room 1310,12/10/2020,6/13/2021,pro,8/24/2021,3/22/2020,39.65,11/8/2021,31,high,Mitsubishi,0.3.1,fitness equipment,497.81,3/23/2020,subscription fees,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; es-es) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
1904,54,Female,Apt 588,3/6/2021,6/21/2021,pro,12/11/2021,10/19/2020,63.55,10/1/2020,45,low,Spice,1.3.8,healthy snacks,328.98,11/3/2020,ads,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:15.0) Gecko/20100101 Firefox/15.0.1
1905,44,Male,Suite 10,5/31/2020,7/12/2021,basic,6/22/2020,2/18/2021,858.18,7/13/2021,83,low,Maxon,0.26,fitness equipment,141.74,9/11/2020,subscription fees,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.724.100 Safari/534.30"
1906,28,Female,14th Floor,5/5/2021,9/28/2021,pro,5/23/2021,12/13/2020,525.45,7/6/2021,96,low,Eten,0.48,healthy snacks,483.43,6/3/2020,in-app purchases,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.215 Safari/535.1"
1907,24,Female,Suite 59,5/15/2020,4/1/2020,basic,8/2/2020,7/2/2021,358.07,3/30/2020,96,low,Lenovo,0.24,fitness equipment,94.88,2/11/2021,subscription fees,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.215 Safari/535.1"
1908,94,Male,Apt 295,6/27/2020,4/12/2020,premium,3/8/2021,3/3/2020,491.75,5/9/2020,21,high,Apple,0.9.8,healthy snacks,271.39,8/15/2020,ads,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36"
1909,97,Agender,Apt 1956,9/3/2020,5/29/2021,premium,8/17/2021,4/25/2020,34.6,4/1/2021,1,medium,Panasonic,0.1.6,healthy snacks,171.47,1/10/2020,ads,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:16.0.1) Gecko/20121011 Firefox/21.0.1
1910,99,Male,Suite 50,8/18/2021,11/25/2020,basic,4/21/2020,2/25/2020,88.17,4/17/2020,91,medium,Micromax,4.5,fitness equipment,455.99,5/7/2020,subscription fees,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:24.0) Gecko/20100101 Firefox/24.0
1911,99,Male,Room 1328,8/1/2020,5/20/2021,pro,1/27/2020,5/2/2021,795.66,1/8/2020,8,medium,Sonim,0.55,supplements,285.47,11/20/2020,in-app purchases,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Ubuntu/11.10 Chromium/17.0.963.65 Chrome/17.0.963.65 Safari/535.11"
1912,47,Female,Room 1651,12/29/2020,8/15/2021,pro,7/20/2020,4/22/2021,193.76,6/27/2021,68,low,Bird,5.3,healthy snacks,139.47,8/19/2020,ads,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.1 Safari/536.3"
1913,68,Male,PO Box 18556,5/24/2020,10/16/2020,basic,5/26/2021,1/20/2020,916.19,3/21/2020,42,medium,Chea,2.7,supplements,37.9,2/21/2020,subscription fees,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.811.0 Safari/535.1"
1914,37,Female,PO Box 21476,5/28/2020,6/22/2021,basic,8/23/2020,4/10/2021,891.18,11/25/2020,61,high,HTC,5.9.4,supplements,319.97,7/25/2021,ads,"Mozilla/5.0 (Windows NT 5.2; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
1915,87,Non-binary,Room 1181,6/2/2021,9/21/2020,premium,11/14/2021,11/12/2020,631.4,7/5/2020,52,medium,Motorola,8.4,supplements,190.46,5/27/2021,ads,"Mozilla/5.0 (Windows; U; Windows NT 6.0; fr-FR) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5"
1916,27,Male,2nd Floor,1/5/2021,7/17/2020,premium,11/29/2021,9/11/2020,461.7,5/20/2021,12,low,Nokia,0.76,fitness equipment,18.1,3/23/2021,ads,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2_1 like Mac OS X; he-il) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148 Safari/6533.18.5"
1917,74,Female,3rd Floor,5/23/2020,3/5/2021,premium,11/14/2020,3/22/2020,686.93,1/21/2020,2,medium,Meizu,6.51,healthy snacks,285.76,9/25/2021,in-app purchases,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7xs5D9rRDFpg2g"
1918,69,Male,19th Floor,3/3/2020,2/26/2020,pro,5/4/2020,5/15/2020,917.91,11/11/2020,30,medium,Sony,0.7.7,fitness equipment,13.65,4/19/2020,in-app purchases,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; en-gb) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
1919,41,Male,Apt 853,5/9/2020,4/19/2020,premium,8/22/2021,4/6/2021,85.54,1/24/2021,96,high,Motorola,0.2,healthy snacks,282.15,12/23/2021,in-app purchases,"Mozilla/5.0 (Windows; U; Windows NT 6.0; hu-HU) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4"
1920,32,Female,Suite 41,1/14/2021,1/10/2021,premium,8/17/2021,6/6/2021,894.86,6/21/2020,62,low,ZTE,1.59,fitness equipment,268.12,7/24/2020,subscription fees,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.815.0 Safari/535.1"
1921,64,Male,17th Floor,4/20/2021,4/8/2020,pro,5/30/2020,9/22/2020,865.34,9/23/2021,0,low,Allview,7.32,healthy snacks,5.01,7/9/2020,in-app purchases,"Mozilla/5.0 (iPhone; U; fr; CPU iPhone OS 4_2_1 like Mac OS X; fr) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148a Safari/6533.18.5"
1922,64,Male,Room 147,6/9/2021,6/6/2020,basic,5/20/2021,8/1/2020,916.33,9/21/2020,19,low,Nokia,9.7,healthy snacks,317.98,12/2/2021,in-app purchases,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1468.0 Safari/537.36"
1923,50,Female,Room 1100,3/23/2021,4/29/2021,basic,2/9/2020,6/22/2020,786.65,9/1/2021,70,high,Samsung,0.58,fitness equipment,130.87,12/16/2021,subscription fees,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.13+ (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
1924,95,Female,Suite 27,8/29/2020,3/30/2020,premium,11/5/2021,5/12/2021,364.01,5/3/2020,74,high,Honor,7.23,healthy snacks,50.21,10/5/2020,ads,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/535.24 (KHTML, like Gecko) Chrome/19.0.1055.1 Safari/535.24"
1925,55,Male,15th Floor,6/12/2020,1/15/2021,pro,2/23/2021,10/14/2020,792.65,1/16/2020,96,low,BenQ-Siemens,2.37,supplements,365.49,2/11/2020,in-app purchases,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
1926,37,Female,Room 1289,4/24/2020,8/10/2021,premium,10/28/2021,10/30/2021,809.9,6/25/2020,97,medium,Celkon,8.05,healthy snacks,427.78,12/26/2020,in-app purchases,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.34 Safari/534.24"
1927,93,Male,Apt 527,11/8/2021,1/12/2020,basic,10/16/2020,8/24/2021,454.51,4/18/2020,96,high,QMobile,1.3.9,supplements,339.34,8/5/2020,ads,Mozilla/5.0 (Windows NT 6.1; rv:6.0) Gecko/20100101 Firefox/7.0
1928,58,Female,PO Box 11797,3/30/2020,8/15/2020,premium,7/27/2020,12/13/2021,394.4,10/14/2021,48,high,Philips,0.21,fitness equipment,337.57,8/7/2021,in-app purchases,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
1929,49,Male,18th Floor,12/16/2020,4/8/2020,basic,6/21/2021,10/8/2020,183.66,9/10/2021,1,medium,alcatel,0.4,fitness equipment,245.77,8/3/2021,subscription fees,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.8 (KHTML, like Gecko) Chrome/17.0.940.0 Safari/535.8"
1930,46,Female,Suite 21,4/3/2020,11/10/2020,premium,10/13/2020,5/24/2020,580.16,11/26/2020,81,high,Philips,0.7.8,supplements,170.39,8/5/2021,subscription fees,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/10.04 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30"
1931,74,Male,Apt 348,12/23/2020,7/27/2020,pro,2/26/2021,7/15/2021,751.64,5/29/2020,40,high,Oppo,0.8.7,healthy snacks,159.44,10/4/2021,ads,"Chrome/15.0.860.0 (Windows; U; Windows NT 6.0; en-US) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/15.0.860.0"
1932,61,Male,PO Box 52154,3/13/2021,11/27/2020,premium,8/18/2020,2/10/2021,712.42,2/5/2020,80,medium,Sony,0.47,fitness equipment,348.19,3/2/2020,subscription fees,Mozilla/5.0 (Windows NT 6.1; de;rv:12.0) Gecko/20120403211507 Firefox/12.0
1933,19,Male,Room 1369,1/25/2021,6/21/2021,pro,4/18/2021,2/23/2021,892.84,9/27/2020,59,low,verykool,6.3,fitness equipment,458.18,11/20/2020,subscription fees,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:9.0) Gecko/20100101 Firefox/9.0
1934,91,Male,PO Box 9529,8/15/2021,10/18/2020,pro,12/16/2021,3/11/2021,983.42,2/7/2020,40,medium,Samsung,0.7.6,supplements,383.74,8/15/2020,subscription fees,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5"
1935,55,Female,Apt 1816,10/24/2021,8/31/2021,basic,9/14/2021,3/23/2020,800.71,8/15/2021,86,medium,Sagem,2.5,fitness equipment,331.95,5/7/2021,in-app purchases,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/11.04 Chromium/13.0.782.41 Chrome/13.0.782.41 Safari/535.1"
1936,57,Male,Room 1092,2/5/2021,12/15/2021,pro,3/25/2020,11/29/2020,329.35,5/5/2021,18,low,Lenovo,6.7.2,supplements,128.62,5/23/2020,ads,Mozilla/5.0 (Windows NT 5.1; rv:8.0; en_us) Gecko/20100101 Firefox/8.0
1937,79,Male,Suite 15,5/14/2021,8/3/2020,pro,8/18/2021,11/8/2020,428.7,7/8/2021,40,high,Samsung,0.5.6,supplements,248.86,8/26/2020,ads,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-au) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
1938,18,Male,9th Floor,5/23/2020,2/6/2021,premium,4/4/2021,10/22/2020,354.03,10/5/2020,66,medium,Motorola,3.36,fitness equipment,189.01,7/13/2021,ads,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.124 Safari/537.36"
1939,68,Female,Room 103,8/23/2020,6/1/2020,premium,1/2/2021,10/12/2020,119.55,4/7/2021,30,medium,Gigabyte,7.43,supplements,65.3,5/19/2020,subscription fees,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Ubuntu/10.10 Chromium/12.0.702.0 Chrome/12.0.702.0 Safari/534.24"
1940,54,Female,Room 828,1/9/2020,4/18/2020,basic,3/21/2020,3/22/2021,685.25,9/6/2021,4,low,Acer,9.54,fitness equipment,128.48,3/14/2021,in-app purchases,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:15.0) Gecko/20100101 Firefox/15.0.1
1941,75,Male,Apt 867,12/18/2021,3/27/2020,basic,12/28/2021,6/17/2021,65.51,5/14/2020,99,medium,Celkon,0.76,fitness equipment,21.68,4/26/2020,subscription fees,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3_1 like Mac OS X; zh-cn) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8G4 Safari/6533.18.5"
1942,62,Male,Room 815,1/3/2021,12/23/2020,premium,3/14/2021,3/19/2020,541.47,8/21/2020,19,high,Samsung,5.8.5,supplements,264.93,11/10/2020,ads,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; de-at) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
1943,85,Polygender,Room 1534,3/7/2021,2/15/2021,basic,3/29/2021,2/2/2020,276.46,1/2/2020,2,medium,Ulefone,5.18,healthy snacks,416.15,10/26/2020,in-app purchases,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.19 (KHTML, like Gecko) Ubuntu/11.10 Chromium/18.0.1025.142 Chrome/18.0.1025.142 Safari/535.19"
1944,18,Male,6th Floor,7/11/2021,12/12/2021,basic,12/24/2021,9/19/2021,7.47,6/6/2020,89,low,Acer,0.94,healthy snacks,380.68,12/19/2020,in-app purchases,"Mozilla/5.0 (Windows; U; Windows NT 5.2; en-US) AppleWebKit/533.17.8 (KHTML, like Gecko) Version/5.0.1 Safari/533.17.8"
1945,41,Male,Apt 1209,10/26/2020,8/7/2021,basic,12/14/2020,7/3/2020,513.53,2/9/2020,33,low,LG,6.45,fitness equipment,196.9,7/14/2021,in-app purchases,"Mozilla/5.0 (X11; CrOS i686 1660.57.0) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.46 Safari/535.19"
1946,42,Male,Apt 1167,10/14/2020,4/4/2020,basic,7/3/2020,12/29/2020,647.99,3/8/2020,87,medium,LG,8.0.3,fitness equipment,206.12,11/7/2020,ads,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; nl-nl) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16"
1947,73,Genderqueer,Apt 1916,4/8/2021,5/16/2021,premium,6/9/2020,9/30/2020,932.62,7/8/2020,76,high,Oppo,0.6,healthy snacks,101.39,8/1/2021,ads,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2224.3 Safari/537.36"
1948,50,Male,Room 398,9/12/2021,11/7/2021,basic,3/26/2020,11/22/2020,821.38,8/18/2020,52,high,Sony,1,supplements,4.02,5/26/2020,in-app purchases,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/24.0.1284.0 Safari/537.13"
1949,97,Female,Suite 9,12/28/2021,4/23/2021,basic,8/19/2020,10/21/2021,782.79,4/4/2020,73,high,Nokia,2.8,fitness equipment,311.97,6/5/2021,ads,"Mozilla/5.0 (X11; Linux amd64) AppleWebKit/534.36 (KHTML, like Gecko) Chrome/13.0.766.0 Safari/534.36"
1950,26,Male,Room 975,9/10/2020,10/17/2020,premium,9/7/2020,11/30/2021,962.98,2/19/2020,6,high,BLU,7.8.2,healthy snacks,48.47,10/9/2021,subscription fees,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1"
1951,41,Female,PO Box 23711,1/1/2020,3/22/2021,premium,10/21/2020,10/6/2020,797.77,6/8/2020,92,high,Celkon,6.5.4,supplements,334.16,5/9/2021,in-app purchases,Mozilla/5.0 (Windows NT 5.1; rv:8.0; en_us) Gecko/20100101 Firefox/8.0
1952,38,Female,PO Box 43743,1/25/2020,12/18/2020,premium,8/3/2021,11/19/2021,320.01,6/30/2021,4,medium,vivo,0.5.9,healthy snacks,26.56,4/20/2020,ads,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
